Cheval;Âge;Sexe;Race;Courses;Victoires;Places;Allocation tot.;Prime Prop.;Alloc. + Prime Prop.;Gain moyen;Valeur
PINK VALENTINE;6;F;PUR SANG;12;0;4;13417,00;6037,00;19454,00;1118,08;235.0
DARABJIR;6;H;PUR SANG;3;2;1;13400,00;6030,00;19430,00;4466,67;320.0
MON FAVORI;3;H;PUR SANG;6;1;1;13400,00;10050,00;23450,00;2233,33;310.0
OLERON;4;F;PUR SANG;4;1;2;13400,00;6029,00;19429,00;3350,00;340.0
HM AL ZALMAA;4;F;ARABE;3;0;3;13400,00;3530,00;16930,00;4466,67;505.0
MARKSWOMAN;5;F;PUR SANG;7;0;6;13370,00;6016,00;19386,00;1910,00;260.0
PINK ROCHE;2;F;PUR SANG;2;0;2;13370,00;10027,00;23397,00;6685,00;
JOSHUA MOON;7;H;PUR SANG;7;1;5;13351,00;5692,00;19043,00;1907,29;230.0
LEO MALPIC AA;10;H;*ANGLO-ARABE*;2;2;0;13350,00;0,00;13350,00;6675,00;
WALDORA;4;F;PUR SANG;4;0;3;13350,00;6007,00;19357,00;3337,50;440.0
MAGIC WAY;3;F;PUR SANG;8;0;4;13350,00;10012,00;23362,00;1668,75;250.0
HAMILTON;5;H;PUR SANG;8;1;2;13340,00;6003,00;19343,00;1667,50;290.0
MAYUMI;3;F;PUR SANG;6;1;4;13340,00;10004,00;23344,00;2223,33;285.0
BURGUESINHA;2;F;PUR SANG;2;0;2;13336,00;0,00;13336,00;6668,00;
DARLING CHALLENGE;6;F;PUR SANG;6;1;5;13318,00;5992,00;19310,00;2219,67;230.0
WHAT ELSE;4;M;PUR SANG;9;1;5;13311,00;5820,00;19131,00;1479,00;260.0
TURANIA;10;H;PUR SANG;12;0;6;13304,00;5985,00;19289,00;1108,67;280.0
MERKUR;5;M;PUR SANG;3;0;2;13300,00;5985,00;19285,00;4433,33;440.0
MORRADI;4;M;PUR SANG;7;0;3;13290,00;5980,00;19270,00;1898,57;365.0
TOLLARD ROYAL;6;H;PUR SANG;13;1;4;13282,00;0,00;13282,00;1021,69;245.0
COPAN;3;M;PUR SANG;9;0;7;13280,00;9960,00;23240,00;1475,56;315.0
VISAYA;3;F;PUR SANG;8;1;7;13278,00;8721,00;21999,00;1659,75;305.0
BIG SURPRISE;3;F;PUR SANG;9;0;4;13278,00;9958,00;23236,00;1475,33;290.0
RUE HELENE;3;F;PUR SANG;8;2;3;13275,00;7143,00;20418,00;1659,38;315.0
MONTGAUDRY;5;H;PUR SANG;5;1;2;13256,00;5965,00;19221,00;2651,20;260.0
LADY DU SAPHIR;4;F;PUR SANG;12;1;8;13252,00;5962,00;19214,00;1104,33;245.0
JAMAILYA AA;6;F;ANGLO-ARABE DE COMPLEMENT;2;2;0;13250,00;0,00;13250,00;6625,00;
SPARKS OF LOVE;2;F;PUR SANG;6;0;5;13229,00;9921,00;23150,00;2204,83;355.0
GOOGLE PONTADOUR AA;9;F;ANGLO-ARABE DE COMPLEMENT;4;2;2;13225,00;0,00;13225,00;3306,25;
DAYAL;4;H;PUR SANG;8;0;6;13220,00;5949,00;19169,00;1652,50;290.0
BREIZH EAGLE;7;H;PUR SANG;2;1;1;13200,00;5940,00;19140,00;6600,00;440.0
GALILODGE;6;H;PUR SANG;6;1;2;13200,00;5940,00;19140,00;2200,00;370.0
KENJI;5;F;CHEVAL AUTRE QUE PUR SANG;5;1;1;13200,00;5940,00;19140,00;2640,00;255.0
PREMONITION;3;F;PUR SANG;5;1;1;13200,00;9900,00;23100,00;2640,00;355.0
NIKULYA FAL;3;F;PUR SANG;8;1;3;13189,00;9891,00;23080,00;1648,63;295.0
SOLAIRE;5;F;PUR SANG;9;1;5;13172,00;5926,00;19098,00;1463,56;215.0
FLEUR D'AQUITAINE;3;F;PUR SANG;10;1;6;13170,00;9877,00;23047,00;1317,00;270.0
VENTURA VISION;7;F;PUR SANG;10;1;7;13156,00;5918,00;19074,00;1315,60;220.0
EXPRESSO JAMES;11;H;PUR SANG;5;2;1;13150,00;5916,00;19066,00;2630,00;205.0
INCREMENTAL;5;H;PUR SANG;7;1;1;13150,00;0,00;13150,00;1878,57;355.0
WAKIF;3;H;PUR SANG;6;2;1;13139,00;6478,00;19617,00;2189,83;305.0
FULL GAIN;6;F;PUR SANG;9;1;5;13130,00;5908,00;19038,00;1458,89;270.0
RANGO;2;H;PUR SANG;6;1;4;13120,00;9839,00;22959,00;2186,67;330.0
HATIM;4;H;PUR SANG;4;1;2;13117,00;5902,00;19019,00;3279,25;350.0
BLACK TIE;3;M;PUR SANG;7;3;2;13110,00;6794,00;19904,00;1872,86;275.0
MINOTAUROS;8;H;PUR SANG;11;0;9;13102,00;4995,00;18097,00;1191,09;225.0
UNE AVENTURE;2;M;PUR SANG;4;1;2;13090,00;9817,00;22907,00;3272,50;355.0
VESINABA;9;H;PUR SANG;11;0;9;13078,00;5884,00;18962,00;1188,91;180.0
SHAMSAT;3;H;PUR SANG;3;1;1;13065,00;9798,00;22863,00;4355,00;370.0
DARLINKA;3;F;PUR SANG;2;1;1;13065,00;0,00;13065,00;6532,50;
NATIVE IRISH;3;M;PUR SANG;2;1;1;13060,00;0,00;13060,00;6530,00;
ROMAN LADY;2;F;PUR SANG;3;0;3;13053,00;9788,00;22841,00;4351,00;380.0
PRIDE OF AMERICA;8;H;PUR SANG;5;1;1;13050,00;5872,00;18922,00;2610,00;385.0
SEKKU;8;H;PUR SANG;9;1;5;13040,00;5868,00;18908,00;1448,89;260.0
GRECIAN BONANZA;5;M;PUR SANG;2;1;1;13040,00;5868,00;18908,00;6520,00;370.0
DREAM ANGEL;5;H;PUR SANG;10;0;8;13030,00;5862,00;18892,00;1303,00;200.0
MOON RIDER;5;H;PUR SANG;11;1;2;13020,00;5859,00;18879,00;1183,64;225.0
KAWANN;3;H;PUR SANG;5;0;4;13020,00;9764,00;22784,00;2604,00;340.0
LUCKY CHOP;2;M;PUR SANG;5;0;4;13020,00;9765,00;22785,00;2604,00;365.0
LOUISE DE BADE;4;F;PUR SANG;9;1;3;13012,00;5855,00;18867,00;1445,78;245.0
PASAND;3;M;PUR SANG;3;1;1;13000,00;9750,00;22750,00;4333,33;340.0
GHAZAN DU SOLEIL;3;M;ARABE;3;1;1;13000,00;9750,00;22750,00;4333,33;
RUSSIPANT FAL;6;M;PUR SANG;2;1;1;13000,00;0,00;13000,00;6500,00;400.0
IFFROCTA FAL;3;F;PUR SANG;5;0;3;13000,00;9749,00;22749,00;2600,00;355.0
ANGEL CHARLY;5;F;PUR SANG;9;0;8;12989,00;0,00;12989,00;1443,22;270.0
SWEET EXCESS;4;F;PUR SANG;5;1;4;12970,00;4216,00;17186,00;2594,00;305.0
MAAVAH;8;F;PUR SANG;6;1;2;12962,00;5832,00;18794,00;2160,33;305.0
NOBLEMAN;4;H;PUR SANG;4;0;3;12960,00;5832,00;18792,00;3240,00;390.0
GOLDEN DISC;3;F;PUR SANG;7;0;6;12958,00;9718,00;22676,00;1851,14;340.0
KATE DADDY;5;F;PUR SANG;13;1;4;12955,00;5829,00;18784,00;996,54;270.0
STUNNING ANGEL;3;F;PUR SANG;11;0;5;12950,00;9712,00;22662,00;1177,27;355.0
GARVEY;4;M;PUR SANG;4;1;2;12940,00;0,00;12940,00;3235,00;340.0
SEINE LADY;3;F;PUR SANG;5;0;5;12930,00;0,00;12930,00;2586,00;335.0
PAMELA BOUM;4;F;PUR SANG;6;1;3;12920,00;5814,00;18734,00;2153,33;260.0
DEW POINT;3;H;PUR SANG;9;1;4;12915,00;9685,00;22600,00;1435,00;310.0
AMERICAN LAWYER;4;H;PUR SANG;7;0;5;12910,00;0,00;12910,00;1844,29;390.0
FITZCARRALDO;8;H;PUR SANG;6;1;2;12900,00;5805,00;18705,00;2150,00;305.0
ESSAI TRANSFORME;7;H;PUR SANG;8;1;2;12900,00;5805,00;18705,00;1612,50;320.0
SALLINE DE HORABLE;6;F;PUR SANG;5;1;3;12900,00;5804,00;18704,00;2580,00;250.0
LIBYAN KNIGHT;3;H;PUR SANG;8;0;3;12900,00;0,00;12900,00;1612,50;350.0
ROSADORA;4;F;PUR SANG;8;1;3;12880,00;5031,00;17911,00;1610,00;305.0
BO DADDY;3;H;PUR SANG;4;1;3;12875,00;0,00;12875,00;3218,75;345.0
TEN ICE;2;F;PUR SANG;2;1;1;12871,00;0,00;12871,00;6435,50;
BALAGAN;6;F;PUR SANG;9;1;6;12870,00;5790,00;18660,00;1430,00;170.0
KINDLEO;3;M;PUR SANG;3;1;2;12855,00;9640,00;22495,00;4285,00;410.0
MIRIAKA AA;3;F;ANGLO-ARABE DE COMPLEMENT;3;1;2;12852,00;0,00;12852,00;4284,00;
NO LIMITS;3;F;PUR SANG;2;1;1;12850,00;9637,00;22487,00;6425,00;345.0
HOT AND BEAUTY;3;F;PUR SANG;8;0;4;12850,00;9637,00;22487,00;1606,25;325.0
NIGHT MARY;2;F;PUR SANG;5;0;5;12850,00;9637,00;22487,00;2570,00;340.0
EL PROFESSOR CHOP;5;H;PUR SANG;11;1;3;12840,00;5778,00;18618,00;1167,27;170.0
ANCTOT;6;H;PUR SANG;8;1;2;12820,00;5769,00;18589,00;1602,50;305.0
PAINT CHOP;3;M;PUR SANG;10;0;7;12820,00;9615,00;22435,00;1282,00;265.0
IL GRANDE BLACK;6;H;PUR SANG;6;1;3;12810,00;0,00;12810,00;2135,00;330.0
LORD SINCLAIR;4;H;PUR SANG;4;0;3;12809,00;5763,00;18572,00;3202,25;365.0
KEYKO;3;H;PUR SANG;9;2;6;12806,00;9604,00;22410,00;1422,89;280.0
ALREEM;4;F;ARABE;5;1;3;12800,00;5760,00;18560,00;2560,00;450.0
LA BOBRIDE;3;F;PUR SANG;5;1;4;12800,00;5475,00;18275,00;2560,00;350.0
WASACHOP;8;H;PUR SANG;11;0;6;12800,00;5760,00;18560,00;1163,64;250.0
CRESTA MAN;3;M;PUR SANG;7;0;4;12786,00;9589,00;22375,00;1826,57;320.0
LA GUERCHE;4;F;PUR SANG;7;0;5;12776,00;5749,00;18525,00;1825,14;355.0
FLUTE EN SOL;9;F;PUR SANG;7;0;6;12773,00;5747,00;18520,00;1824,71;290.0
GOLD PALACE;8;H;PUR SANG;9;1;3;12762,00;5742,00;18504,00;1418,00;235.0
GAGA GIRL;3;F;PUR SANG;2;1;1;12750,00;9562,00;22312,00;6375,00;385.0
THE BIG BOARD;5;F;PUR SANG;5;1;2;12750,00;0,00;12750,00;2550,00;390.0
OUREA;3;F;PUR SANG;10;0;7;12750,00;9561,00;22311,00;1275,00;245.0
LA MARITZA;2;F;PUR SANG;2;1;1;12744,00;9558,00;22302,00;6372,00;
VIVA MARIA AA;3;F;ANGLO-ARABE;7;0;7;12735,00;0,00;12735,00;1819,29;
SPEEDY RECORD;4;H;PUR SANG;10;1;4;12725,00;5174,00;17899,00;1272,50;225.0
KAPANI;7;H;PUR SANG;7;0;4;12720,00;5724,00;18444,00;1817,14;375.0
MISTER PRESIDENT;4;H;PUR SANG;6;1;2;12700,00;5715,00;18415,00;2116,67;340.0
ANNA MARLY;3;F;PUR SANG;6;1;2;12700,00;9525,00;22225,00;2116,67;345.0
AROUND THE WORLD;4;F;PUR SANG;4;0;3;12680,00;5706,00;18386,00;3170,00;425.0
LET THERE BE ROCK;7;H;PUR SANG;4;0;3;12670,00;5701,00;18371,00;3167,50;345.0
CANIAR DE LUXE;6;H;PUR SANG;4;1;1;12660,00;5697,00;18357,00;3165,00;260.0
PUMP PUMP CITY;5;H;PUR SANG;7;0;4;12658,00;5695,00;18353,00;1808,29;315.0
CALAS;5;H;PUR SANG;3;1;1;12650,00;5692,00;18342,00;4216,67;390.0
DARBASAN;4;H;PUR SANG;4;1;3;12650,00;5692,00;18342,00;3162,50;320.0
SPANISH PRINCE;3;H;PUR SANG;5;0;4;12650,00;9487,00;22137,00;2530,00;420.0
WATHAB;4;H;PUR SANG;10;1;5;12634,00;5683,00;18317,00;1263,40;270.0
WAIT THE STORM;5;F;PUR SANG;7;1;6;12610,00;3874,00;16484,00;1801,43;265.0
FINK PLOYD;3;H;PUR SANG;4;1;2;12605,00;9453,00;22058,00;3151,25;365.0
MAGNETICQUEEN;4;F;PUR SANG;3;1;1;12600,00;0,00;12600,00;4200,00;275.0
ULTRAFRAGOLA;3;F;PUR SANG;2;0;2;12600,00;0,00;12600,00;6300,00;430.0
BOAVISTA;3;F;PUR SANG;8;0;5;12577,00;9432,00;22009,00;1572,13;305.0
SISSI IMPERATRICE;3;F;PUR SANG;15;0;8;12576,00;9432,00;22008,00;838,40;255.0
SPEED FOR FUN;4;H;PUR SANG;4;1;3;12560,00;5651,00;18211,00;3140,00;335.0
EL KRAKEN;3;H;PUR SANG;6;1;1;12558,00;9418,00;21976,00;2093,00;280.0
DSCHINGIS GALILEI;3;H;PUR SANG;5;1;2;12556,00;9417,00;21973,00;2511,20;350.0
LIEIRA;4;F;CHEVAL AUTRE QUE PUR SANG;5;1;2;12550,00;0,00;12550,00;2510,00;
CIOTOLA;4;F;PUR SANG;5;0;4;12536,00;0,00;12536,00;2507,20;340.0
VICTOR VITAE;2;M;PUR SANG;6;0;5;12518,00;9388,00;21906,00;2086,33;375.0
ROOBA;3;F;PUR SANG;3;1;2;12510,00;9381,00;21891,00;4170,00;330.0
ALBERT BRIDGE;7;H;PUR SANG;12;1;3;12500,00;5625,00;18125,00;1041,67;215.0
ANESIDORA;2;F;PUR SANG;5;1;2;12500,00;9375,00;21875,00;2500,00;330.0
MATAKI;2;M;PUR SANG;4;0;4;12500,00;9374,00;21874,00;3125,00;380.0
NANDITA;2;F;PUR SANG;1;0;1;12495,00;0,00;12495,00;12495,00;400.0
SAUVIAC;4;H;PUR SANG;7;1;3;12470,00;5611,00;18081,00;1781,43;285.0
CLAVIS AUREA;3;F;PUR SANG;7;0;4;12465,00;9347,00;21812,00;1780,71;340.0
PARISIAN BELLE;7;F;PUR SANG;4;1;2;12450,00;5602,00;18052,00;3112,50;185.0
JUGANDO;5;H;PUR SANG;7;1;2;12448,00;5601,00;18049,00;1778,29;350.0
PARMENIDE;5;H;PUR SANG;7;0;7;12446,00;5599,00;18045,00;1778,00;195.0
NEW LIGHT;5;H;PUR SANG;5;1;2;12410,00;5584,00;17994,00;2482,00;310.0
ASSIER;8;H;PUR SANG;8;2;2;12400,00;0,00;12400,00;1550,00;220.0
BOGADO;3;H;PUR SANG;5;1;1;12400,00;9300,00;21700,00;2480,00;295.0
BRAVO BAY;3;F;PUR SANG;7;0;4;12400,00;9300,00;21700,00;1771,43;360.0
MACHU PICCHU;7;M;PUR SANG;5;0;5;12400,00;0,00;12400,00;2480,00;365.0
LA FERRETCAPIENNE;3;F;PUR SANG;16;0;7;12385,00;9288,00;21673,00;774,06;270.0
SIMONS KING;7;H;PUR SANG;3;1;1;12380,00;0,00;12380,00;4126,67;315.0
ANAMALAY;3;M;PUR SANG;10;0;7;12378,00;9283,00;21661,00;1237,80;330.0
LANANA DE CHABA;4;F;CHEVAL AUTRE QUE PUR SANG;4;1;3;12370,00;0,00;12370,00;3092,50;
FIRTH OF FIFTH;4;F;PUR SANG;8;1;4;12370,00;5566,00;17936,00;1546,25;310.0
FREE MOVEMENT;2;F;PUR SANG;3;1;1;12370,00;9277,00;21647,00;4123,33;370.0
SAMARTINA;2;F;PUR SANG;2;0;2;12369,00;9276,00;21645,00;6184,50;
POPORO;10;H;PUR SANG;4;1;1;12360,00;5562,00;17922,00;3090,00;285.0
AUSTRAL;5;M;PUR SANG;2;0;2;12360,00;5562,00;17922,00;6180,00;475.0
LILA DE BRAVONE AA;3;F;*ANGLO-ARABE COMPLEMENT*;4;1;3;12350,00;0,00;12350,00;3087,50;
SACRED SPIRIT;5;H;PUR SANG;2;1;0;12350,00;0,00;12350,00;6175,00;465.0
KELCE;3;H;PUR SANG;5;0;4;12340,00;9254,00;21594,00;2468,00;350.0
JANISA BERE;6;F;PUR SANG;5;2;2;12329,00;3859,00;16188,00;2465,80;240.0
MARVANCO;6;H;PUR SANG;4;1;3;12325,00;5545,00;17870,00;3081,25;260.0
EL RUBIO;5;H;PUR SANG;5;1;2;12310,00;0,00;12310,00;2462,00;355.0
NOVA SCOTIA;6;H;PUR SANG;4;1;1;12300,00;5535,00;17835,00;3075,00;490.0
MIA BELLA;4;F;PUR SANG;8;1;2;12300,00;5535,00;17835,00;1537,50;295.0
MEDITERRANEA BLUES;8;H;PUR SANG;5;1;2;12300,00;5535,00;17835,00;2460,00;305.0
VICTORY CALL;3;F;PUR SANG;5;1;2;12286,00;9214,00;21500,00;2457,20;360.0
MARIANACHIC;6;M;PUR SANG;5;1;3;12285,00;5527,00;17812,00;2457,00;405.0
MICOLEO;6;H;PUR SANG;7;1;3;12280,00;5526,00;17806,00;1754,29;225.0
LANCEUR D'ALERTE;5;H;PUR SANG;7;1;3;12280,00;5526,00;17806,00;1754,29;245.0
REACHING THE MOON;4;F;PUR SANG;8;1;3;12276,00;0,00;12276,00;1534,50;250.0
QUEST FOR MAGIC;3;F;PUR SANG;5;1;4;12275,00;9205,00;21480,00;2455,00;340.0
GIMANZOR;5;H;PUR SANG;4;0;3;12260,00;5517,00;17777,00;3065,00;355.0
ISEULT;7;F;PUR SANG;8;1;4;12250,00;5512,00;17762,00;1531,25;270.0
PURE LEGEND;3;H;PUR SANG;3;0;2;12250,00;9187,00;21437,00;4083,33;430.0
PARABAK;10;M;PUR SANG;10;2;2;12239,00;5507,00;17746,00;1223,90;230.0
AGOUREIL;6;M;PUR SANG;9;0;6;12232,00;5504,00;17736,00;1359,11;265.0
RAWIYA;3;F;PUR SANG;5;1;2;12230,00;9172,00;21402,00;2446,00;360.0
SHAKY NAK;3;F;PUR SANG;5;0;4;12205,00;9153,00;21358,00;2441,00;375.0
CAMERON;5;M;PUR SANG;4;1;2;12200,00;5490,00;17690,00;3050,00;320.0
IBERIA;4;F;PUR SANG;8;1;4;12200,00;5490,00;17690,00;1525,00;310.0
PIOLI IS ON FIRE;4;H;PUR SANG;4;0;4;12199,00;5489,00;17688,00;3049,75;300.0
LADYBUG;8;F;PUR SANG;10;1;6;12186,00;5481,00;17667,00;1218,60;180.0
